Skill_ID,Skill_Name,SkillType,Category,Subcategory
BGS068B1EFB92117AF7,Skill 687,Specialized Skill,Leadership,Data Engineering
BGS499681DFA1567088,Skill 688,Common Skill,Technology,Infrastructure
BGS5458262BF531FF0B,Skill 689,Certification,Risk Management,Financial Analysis
BGSA59B5D91AA7495CD,Skill 690,Certification,Risk Management,Risk Assessment
BGSE828128242530880,Skill 691,Certification,Data Analysis,Operational Risk
BGSAB0D3B67715A5A4F,Skill 692,Specialized Skill,Problem Solving,Data Engineering
BGS3B406E92029FBDC6,Skill 693,Certification,Project Management,Audit
BGS673B19052E988E2D,Skill 694,Common Skill,Problem Solving,Critical Thinking
BGS0817576B99C49EE5,Skill 695,Specialized Skill,Customer Service,Team Management
BGS9DBAE7DAA0A36350,Skill 696,Common Skill,Problem Solving,Infrastructure
BGS45D8D13FFE781E09,Skill 697,Certification,Finance,Statistical Analysis
BGS8CED8A227F55A9F2,Skill 698,Certification,Risk Management,Resource Planning
BGS1E10EE625CCCF62D,Skill 699,Specialized Skill,Data Analysis,Decision Making
BGS1965790316847FC7,Skill 700,Certification,Data Analysis,Strategic Planning
BGS5733D2A6F182BCFD,Skill 701,Common Skill,Finance,Risk Assessment
BGS082FEC0E20F1630E,Skill 702,Common Skill,Communication,Financial Analysis
BGSCD67CEB0B27EB1D8,Skill 703,Common Skill,Technology,Strategic Planning
BGS5C2BDE46B79BFDF9,Skill 704,Specialized Skill,Technology,Policy Management
BGS64AF84A6C34CD0E7,Skill 705,Certification,Communication,Business Intelligence
BGSD707309652EC6CEE,Skill 706,Certification,Risk Management,Policy Management
BGSE0752CDDCFF698D0,Skill 707,Specialized Skill,Risk Management,Client Support
BGS048532260C880397,Skill 708,Specialized Skill,Data Analysis,Infrastructure
BGSE77C748508F43384,Skill 709,Common Skill,Project Management,Decision Making
BGSAB8EB57699EE5F1A,Skill 710,Specialized Skill,Data Analysis,Regulatory Compliance
BGSE9082D0199F0FB68,Skill 711,Common Skill,Project Management,Innovation
BGS1A1AE529C80C3691,Skill 712,Specialized Skill,Customer Service,Waterfall
BGSFEFF22C012E35C93,Skill 713,Common Skill,Problem Solving,Stakeholder Management
BGS5329879D758A5971,Skill 714,Specialized Skill,Technology,Compliance Risk
BGS00900037E9664A28,Skill 715,Certification,Problem Solving,Strategic Planning
BGSB0F55DBCDB6350D9,Skill 716,Certification,Communication,Regulatory Compliance
BGSEEF4882173D1BD05,Skill 717,Specialized Skill,Leadership,Compliance Risk
BGSB97F206F33CE7EAA,Skill 718,Certification,Project Management,Policy Management
BGS12B1404636120F29,Skill 719,Certification,Customer Service,Team Management
BGS90FE6BB72D5D5D35,Skill 720,Certification,Communication,Operational Risk
BGS5503DFB87098F81F,Skill 721,Specialized Skill,Technology,Data Engineering
BGSAAB98DE66930EF69,Skill 722,Specialized Skill,Risk Management,Operational Risk
BGSA9FB2EB6F101CE53,Skill 723,Common Skill,Customer Service,Innovation
BGSFEF1A6CCD592132F,Skill 724,Certification,Finance,Written Communication
BGS0FB709A1398D719B,Skill 725,Certification,Communication,Risk Assessment
BGSEFBE0170B14557D5,Skill 726,Common Skill,Project Management,Service Delivery
BGSA86F3BEAEB545835,Skill 727,Specialized Skill,Risk Management,Reporting
BGS6E3F722CED2BB0EE,Skill 728,Common Skill,Finance,Policy Management
BGS4FBEE629C9F4DE8F,Skill 729,Common Skill,Customer Service,Market Risk
BGS5F9F80EFE7A05CE7,Skill 730,Certification,Leadership,Decision Making
BGS1EEA00AEE5B9449D,Skill 731,Specialized Skill,Compliance,Service Delivery
BGS242F52E424674995,Skill 732,Specialized Skill,Leadership,Service Delivery
BGS47AE68AAA864FF53,Skill 733,Common Skill,Leadership,Infrastructure
BGS1C324F9E7BF45842,Skill 734,Certification,Project Management,Audit
BGSFAB3F0FB3C735D7B,Skill 735,Common Skill,Finance,Regulatory Compliance
BGS30F689F2600BEC74,Skill 736,Specialized Skill,Project Management,Change Management
BGSCD255C11F2E39723,Skill 737,Certification,Technology,Compliance Risk
BGSBC2DA3B9E650995A,Skill 738,Specialized Skill,Compliance,Innovation
BGS10ADDA0057D916EF,Skill 739,Specialized Skill,Communication,Data Engineering
BGSF35E95999F890DAF,Skill 740,Common Skill,Communication,Business Intelligence
BGS659ACDB214E392E2,Skill 741,Specialized Skill,Communication,Reporting
BGS851D35F77293FB6B,Skill 742,Certification,Data Analysis,Data Engineering
BGS28C08178D5C23A94,Skill 743,Certification,Data Analysis,Audit
BGS5FD9C166EF411CEC,Skill 744,Common Skill,Customer Service,Software Development
BGS77A1E1B988343A1F,Skill 745,Common Skill,Compliance,Policy Management
BGSF92318DE59226988,Skill 746,Specialized Skill,Compliance,Statistical Analysis
BGS25DE0FA220A5D501,Skill 747,Certification,Data Analysis,Innovation
BGSE4B7737984F9837D,Skill 748,Specialized Skill,Compliance,Financial Analysis
BGS380DFD1F9DAC2EA1,Skill 749,Specialized Skill,Leadership,Market Risk
BGS79772C211516422C,Skill 750,Specialized Skill,Communication,Business Intelligence
BGS6906A87163F419B9,Skill 751,Specialized Skill,Finance,Investment Management
BGSADC570C10C3555CE,Skill 752,Specialized Skill,Customer Service,Risk Assessment
BGS8A0F59A1AB0BD27A,Skill 753,Specialized Skill,Problem Solving,Change Management
BGS2BF86C977169126E,Skill 754,Common Skill,Finance,Change Management
BGS4029BE4AFAA99EA3,Skill 755,Certification,Project Management,Resource Planning
BGSAFC0C36F85E4E78D,Skill 756,Specialized Skill,Customer Service,Account Management
BGS2AA7034ABE9CBAF3,Skill 757,Certification,Technology,Operational Risk
BGS6659AD6640B657AC,Skill 758,Certification,Problem Solving,Risk Assessment
BGS707A13CFD4A65D14,Skill 759,Specialized Skill,Compliance,Data Engineering
BGSEE0E3F1FF37CF124,Skill 760,Certification,Finance,Audit
BGSB1BEF0EBF7E02686,Skill 761,Certification,Problem Solving,Operational Risk
BGS032E08E058C11D79,Skill 762,Common Skill,Communication,Presentation
BGS588F816BC3418132,Skill 763,Certification,Data Analysis,Compliance Risk
BGSE4EB1775EF29D297,Skill 764,Common Skill,Project Management,Software Development
BGS391B1C1A973178A8,Skill 765,Certification,Communication,Compliance Risk
BGS8D7C57316F5E8036,Skill 766,Specialized Skill,Problem Solving,Compliance Risk
BGSA6AFA54786949AFE,Skill 767,Common Skill,Project Management,Risk Assessment
BGS06435BF64EA5E15C,Skill 768,Common Skill,Problem Solving,Waterfall
BGS9D2B34FA24ED4B02,Skill 769,Specialized Skill,Technology,Account Management
BGS6335A3CD865D562B,Skill 770,Specialized Skill,Risk Management,Market Risk
BGSC9969D52AB38C231,Skill 771,Certification,Data Analysis,Financial Analysis
BGSAC4D11BDD5549AE4,Skill 772,Specialized Skill,Technology,Risk Assessment
BGSC007BA52D3E49078,Skill 773,Specialized Skill,Communication,Reporting
BGSDDFB78C452C40947,Skill 774,Common Skill,Communication,Audit
BGS421C4B170E1D781C,Skill 775,Certification,Data Analysis,Risk Assessment
BGS5A82F4D864A27AC4,Skill 776,Certification,Finance,Agile
BGS5588EF3CF5C044BC,Skill 777,Specialized Skill,Problem Solving,Decision Making
BGSF784B03FBA9064A5,Skill 778,Certification,Data Analysis,Change Management
BGS3E824B8A53E4287A,Skill 779,Certification,Problem Solving,Compliance Risk
BGSCA393D32479CB386,Skill 780,Specialized Skill,Technology,Stakeholder Management
BGS47CE940DB2F6B1B4,Skill 781,Common Skill,Compliance,Presentation
BGSA7EB22F2D0756322,Skill 782,Common Skill,Customer Service,Data Engineering
BGS5109AA45B9AB55FF,Skill 783,Common Skill,Project Management,Resource Planning
BGSAE03F5AE3FB16FCF,Skill 784,Common Skill,Leadership,Market Risk
BGSEC50CBA69EFCD3B6,Skill 785,Certification,Leadership,Regulatory Compliance
BGS0B98D98BC7B9E215,Skill 786,Specialized Skill,Finance,Resource Planning
BGS353389788AF2D707,Skill 787,Certification,Leadership,Business Intelligence
BGSFC67FB684819A957,Skill 788,Specialized Skill,Technology,Financial Analysis
BGS6C16C25A9A315DCC,Skill 789,Certification,Customer Service,Operational Risk
BGS51EA058EE1FEBC49,Skill 790,Specialized Skill,Technology,Regulatory Compliance
BGSDE053B339958608D,Skill 791,Specialized Skill,Communication,Critical Thinking
BGS99E38FE0A509AB0F,Skill 792,Common Skill,Risk Management,Team Management
BGS958435877ED96DB3,Skill 793,Certification,Risk Management,Decision Making
BGS7954D3EDFB73ACCB,Skill 794,Certification,Leadership,Risk Assessment
BGS8A8AD3DCAEF77FD0,Skill 795,Specialized Skill,Technology,Service Delivery
BGSF2B0AB20592ED68C,Skill 796,Specialized Skill,Finance,Service Delivery
BGS2673874BB1B7CE35,Skill 797,Certification,Technology,Change Management
BGSE23B90055DD0AF74,Skill 798,Common Skill,Data Analysis,Client Support
BGS7E4AE495E9E2F82F,Skill 799,Common Skill,Compliance,Infrastructure
BGS4DF6F55380D60155,Skill 800,Specialized Skill,Finance,Strategic Planning
BGS87691858C0DF910D,Skill 801,Common Skill,Data Analysis,Decision Making
BGS91A1B0CB4F2267C5,Skill 802,Specialized Skill,Technology,Investment Management
BGS8AE5606229D2F99E,Skill 803,Certification,Technology,Regulatory Compliance
BGS829A265743F315D6,Skill 804,Specialized Skill,Leadership,Reporting
BGS05F361D6FE7C399A,Skill 805,Common Skill,Customer Service,Written Communication
BGS356EF44D60854068,Skill 806,Specialized Skill,Compliance,Critical Thinking
BGS2E737771E2A4450E,Skill 807,Certification,Compliance,Reporting
BGS45A5913F9BFED4B2,Skill 808,Specialized Skill,Compliance,Market Risk
BGS1417FF22049E6CEC,Skill 809,Specialized Skill,Finance,Software Development
BGS1067F450EE23EB38,Skill 810,Specialized Skill,Technology,Written Communication
BGS953527290D1A19A8,Skill 811,Common Skill,Technology,Waterfall
BGS6CE599DB3A601A41,Skill 812,Common Skill,Data Analysis,Financial Analysis
BGS4C47AA9326C89A54,Skill 813,Specialized Skill,Customer Service,Audit
BGS3E0FFE755FD90C62,Skill 814,Common Skill,Technology,Statistical Analysis
BGS48DA781C732105A3,Skill 815,Certification,Risk Management,Account Management
BGSA4BF4347F80F6805,Skill 816,Common Skill,Problem Solving,Reporting
BGS6BA77B2F39864A8D,Skill 817,Certification,Customer Service,Operational Risk
BGSCE1C00BE16848936,Skill 818,Certification,Technology,Regulatory Compliance
BGSD957B418B1BD097D,Skill 819,Common Skill,Problem Solving,Critical Thinking
BGS00B97775E91C2EF4,Skill 820,Specialized Skill,Problem Solving,Client Support
BGS784A22942BD7433A,Skill 821,Certification,Compliance,Risk Assessment
BGS9D7F6792DFED23EC,Skill 822,Common Skill,Leadership,Compliance Risk
BGSB34CFC017894D1B4,Skill 823,Common Skill,Problem Solving,Reporting
BGSB59332F1CFA50D3E,Skill 824,Common Skill,Communication,Service Delivery
BGSB9CA92B71538DF49,Skill 825,Certification,Project Management,Written Communication
BGSDDCFDD56D1A384B5,Skill 826,Certification,Technology,Strategic Planning
BGS2B52DB134F15A46D,Skill 827,Specialized Skill,Risk Management,Resource Planning
BGS9963B58B4B82D729,Skill 828,Common Skill,Compliance,Critical Thinking
BGSE1D27630708E6F8C,Skill 829,Specialized Skill,Leadership,Reporting
BGSC0C844B9921947DE,Skill 830,Specialized Skill,Finance,Waterfall
BGS93A006E30FE5204F,Skill 831,Common Skill,Customer Service,Financial Analysis
BGSE5649DF39DE6D13E,Skill 832,Common Skill,Project Management,Reporting
BGS71F9BFAEFBB41497,Skill 833,Common Skill,Compliance,Stakeholder Management
BGS41BE2FA4DD721756,Skill 834,Common Skill,Customer Service,Market Risk
BGS2A2D472BBB3FA064,Skill 835,Specialized Skill,Leadership,Financial Analysis
BGS8D19E14986957D61,Skill 836,Certification,Leadership,Account Management
BGSE9896DEF61C6907A,Skill 837,Common Skill,Project Management,Critical Thinking
BGS3BF36E203B568559,Skill 838,Common Skill,Risk Management,Decision Making
BGSE98330E1C28C83E9,Skill 839,Common Skill,Compliance,Strategic Planning
BGS2AE350D4AE9BE6A5,Skill 840,Certification,Communication,Audit
BGSE9F72B7DC33852B8,Skill 841,Certification,Data Analysis,Software Development
BGS9F25710977F67FA8,Skill 842,Common Skill,Leadership,Team Management
BGS0A620B763E461BFE,Skill 843,Specialized Skill,Leadership,Written Communication
BGS2083425D414F686E,Skill 844,Specialized Skill,Communication,Strategic Planning
BGS5CB79A0D5E55526A,Skill 845,Common Skill,Data Analysis,Investment Management
BGS2982B1B36502BF2A,Skill 846,Common Skill,Communication,Audit
BGS51DA7D92EE2CDA16,Skill 847,Specialized Skill,Project Management,Resource Planning
BGSAA979FD5D2EB8659,Skill 848,Common Skill,Problem Solving,Agile
BGSF5CB41212E803121,Skill 849,Common Skill,Risk Management,Innovation
BGS5C452773EAD8203B,Skill 850,Certification,Risk Management,Audit
BGS5707667549E86316,Skill 851,Certification,Project Management,Client Support
BGSB55EBA5F068BDB78,Skill 852,Specialized Skill,Project Management,Infrastructure
BGS49F036DDA976304D,Skill 853,Common Skill,Compliance,Presentation
BGS425FA13D588CDB37,Skill 854,Specialized Skill,Communication,Data Engineering
BGS76097EF3D6EF357E,Skill 855,Specialized Skill,Data Analysis,Resource Planning
BGSF1E5B8CAC1C6E6C4,Skill 856,Specialized Skill,Data Analysis,Audit
BGSB5CC1773BE4CC2FD,Skill 857,Common Skill,Compliance,Risk Assessment
BGS5ABB4340D669E006,Skill 858,Specialized Skill,Problem Solving,Presentation
BGSC5CCA9C3A86F66F9,Skill 859,Common Skill,Leadership,Service Delivery
BGS605DA682D72CAFC1,Skill 860,Certification,Problem Solving,Business Intelligence
BGSCA8DB5795AC65794,Skill 861,Certification,Communication,Reporting
BGS5C3D70C199B5046A,Skill 862,Certification,Project Management,Presentation
BGS547B1A60635C276F,Skill 863,Certification,Problem Solving,Critical Thinking
BGS5E6C99456E95B65A,Skill 864,Certification,Technology,Written Communication
BGSB99D6B20340BC1E4,Skill 865,Common Skill,Leadership,Strategic Planning
BGSA59A1D22522A3800,Skill 866,Common Skill,Technology,Market Risk
BGS7180CA55208E0339,Skill 867,Common Skill,Risk Management,Written Communication
BGS67B4B98F24DDEAD8,Skill 868,Specialized Skill,Problem Solving,Investment Management
BGS38320E5A779966AA,Skill 869,Specialized Skill,Risk Management,Team Management
BGSFB6B25CAFACE691D,Skill 870,Specialized Skill,Data Analysis,Software Development
BGSAAEB677BB086CEBB,Skill 871,Specialized Skill,Risk Management,Policy Management
BGSB3E963D90A5A4D10,Skill 872,Common Skill,Communication,Market Risk
BGSAE82BD295FCC465D,Skill 873,Common Skill,Technology,Compliance Risk
BGS93FBF93890914955,Skill 874,Certification,Finance,Team Management
BGSEC83DD27448813A5,Skill 875,Specialized Skill,Risk Management,Resource Planning
BGS40CADB315C44D40D,Skill 876,Common Skill,Project Management,Strategic Planning
BGS8DB28A8DCE1F9925,Skill 877,Certification,Compliance,Waterfall
BGSCBB4F1A2AC1C9EBE,Skill 878,Specialized Skill,Compliance,Strategic Planning
BGS651C247539F7A09B,Skill 879,Specialized Skill,Finance,Business Intelligence
BGS53DC69640DD3DF2E,Skill 880,Certification,Project Management,Client Support
BGS2D88684008179022,Skill 881,Common Skill,Project Management,Critical Thinking
BGS8D9F9822F46C0DE1,Skill 882,Certification,Problem Solving,Client Support
BGS9856F6F0FB01F031,Skill 883,Specialized Skill,Leadership,Market Risk
BGSA11CB0F53C01D22D,Skill 884,Certification,Data Analysis,Service Delivery
BGS3337A91D273F1440,Skill 885,Certification,Problem Solving,Operational Risk
BGSD99E959AF8C578DE,Skill 886,Specialized Skill,Communication,Software Development
BGSB38948FC0B95C8F5,Skill 887,Certification,Communication,Service Delivery
BGSB1177C98FDA9E169,Skill 888,Common Skill,Problem Solving,Financial Analysis
BGSE4B5440AA61A4FE3,Skill 889,Specialized Skill,Customer Service,Team Management
BGS57A75012A492E438,Skill 890,Specialized Skill,Project Management,Decision Making
BGSCE396039929D3C35,Skill 891,Common Skill,Leadership,Client Support
BGSC0564D80EDD9AA5B,Skill 892,Common Skill,Data Analysis,Decision Making
BGS8566D71795FF17DC,Skill 893,Specialized Skill,Communication,Client Support
BGS2DE98B55BA69F6DD,Skill 894,Common Skill,Project Management,Presentation
BGSE04D776CC3CEA30C,Skill 895,Common Skill,Project Management,Account Management
BGSFC3F0D7B214F6E20,Skill 896,Common Skill,Risk Management,Presentation
BGSC554094FF2B62CD7,Skill 897,Certification,Project Management,Operational Risk
BGSA83B5CDCE5147238,Skill 898,Common Skill,Leadership,Audit
BGS4E3D6EEEDDDC17F9,Skill 899,Common Skill,Customer Service,Policy Management
BGS2495AA76298409CA,Skill 900,Specialized Skill,Customer Service,Written Communication
BGS38CF9FE42BAF01ED,Skill 901,Certification,Compliance,Policy Management
BGS42C96B59BDA330A0,Skill 902,Certification,Risk Management,Agile
BGSBF2CA52FDD8662E6,Skill 903,Specialized Skill,Leadership,Innovation
BGS4701AE74D0D40214,Skill 904,Specialized Skill,Customer Service,Risk Assessment
BGS698AC7E1F900B2D4,Skill 905,Common Skill,Leadership,Agile
BGSA18D60886EED7627,Skill 906,Specialized Skill,Customer Service,Financial Analysis
BGS740ECB32BE0D82DD,Skill 907,Common Skill,Risk Management,Written Communication
BGS8C4DDCDF3DC4853E,Skill 908,Common Skill,Problem Solving,Infrastructure
BGSA4DCD7E5616ABEFC,Skill 909,Common Skill,Data Analysis,Data Engineering
BGS2B348CB1C3EE1794,Skill 910,Common Skill,Customer Service,Data Engineering
BGSB390889251F8A29D,Skill 911,Common Skill,Compliance,Policy Management
BGS7A9DF7EDB9F5A9B9,Skill 912,Specialized Skill,Data Analysis,Infrastructure
BGS4DAADEC051689825,Skill 913,Specialized Skill,Finance,Statistical Analysis
BGS2900271EE26F35AB,Skill 914,Common Skill,Leadership,Stakeholder Management
BGS92887A6B3DC24FA8,Skill 915,Specialized Skill,Data Analysis,Compliance Risk
BGSA4D18248F3707F43,Skill 916,Specialized Skill,Leadership,Operational Risk
BGSE3C442A63B65C0CD,Skill 917,Common Skill,Communication,Innovation
BGSB6B9BE14B85DA06B,Skill 918,Certification,Leadership,Waterfall
BGSECE40E38705CF966,Skill 919,Certification,Problem Solving,Resource Planning
BGS2E44E98B6FEEA7A0,Skill 920,Certification,Compliance,Presentation
BGSA92E0EA469D1FEEF,Skill 921,Specialized Skill,Risk Management,Infrastructure
BGSBF638C1026BCE0DB,Skill 922,Specialized Skill,Problem Solving,Audit
BGS8CE6EE94775F591D,Skill 923,Certification,Risk Management,Resource Planning
BGS48D656AA5F628931,Skill 924,Common Skill,Customer Service,Innovation
BGS40468D524DCA4D9C,Skill 925,Common Skill,Customer Service,Strategic Planning
BGS08FF1447BE8C9127,Skill 926,Specialized Skill,Customer Service,Account Management
BGS87A74728F201ED21,Skill 927,Common Skill,Project Management,Team Management
BGSCA08E6DAF187DB59,Skill 928,Certification,Data Analysis,Data Engineering
BGS94F73762BCECF596,Skill 929,Specialized Skill,Customer Service,Stakeholder Management
BGS7AB7BE9E42D397DE,Skill 930,Certification,Compliance,Stakeholder Management
BGS9C7CF881285DF2F8,Skill 931,Certification,Risk Management,Infrastructure
BGS5D24F4730899B462,Skill 932,Common Skill,Leadership,Compliance Risk
BGSBE231B68634BBF71,Skill 933,Certification,Project Management,Decision Making
BGSC6197BC92CDE7669,Skill 934,Common Skill,Communication,Critical Thinking
BGS35D1EDFAF1E33502,Skill 935,Specialized Skill,Problem Solving,Client Support
BGS7B6C3408657CF7F6,Skill 936,Specialized Skill,Project Management,Reporting
BGSD3A8C5FE793247ED,Skill 937,Certification,Customer Service,Financial Analysis
BGSC07D155CEC545D1A,Skill 938,Common Skill,Project Management,Financial Analysis
BGSA59033428FD417C7,Skill 939,Specialized Skill,Technology,Decision Making
BGSAE1B8426CF099831,Skill 940,Certification,Customer Service,Compliance Risk
BGS909B0C271DE459E2,Skill 941,Specialized Skill,Project Management,Resource Planning
BGSF1B0C24E7753E4E3,Skill 942,Certification,Problem Solving,Risk Assessment
BGSA124505000142D94,Skill 943,Certification,Compliance,Presentation
BGS4419FAD2C81C8E21,Skill 944,Common Skill,Project Management,Audit
BGS11CDC374102C14C2,Skill 945,Specialized Skill,Project Management,Decision Making
BGS486B32431A28A1A1,Skill 946,Common Skill,Customer Service,Change Management
BGSD9823EA849022E25,Skill 947,Common Skill,Risk Management,Data Engineering
BGS905C811E3177B227,Skill 948,Specialized Skill,Project Management,Change Management
BGS53EC281CF7C4071B,Skill 949,Common Skill,Compliance,Written Communication
BGSBDAA9D32080F1295,Skill 950,Certification,Data Analysis,Audit
BGSFA398CCEC2857CA8,Skill 951,Specialized Skill,Communication,Innovation
BGS0ACB5A3D7EDB4313,Skill 952,Common Skill,Data Analysis,Audit
BGS1285D3D0D87237EF,Skill 953,Common Skill,Finance,Statistical Analysis
BGS025160F209AF4156,Skill 954,Specialized Skill,Risk Management,Account Management
BGS964590D62F92F80A,Skill 955,Specialized Skill,Communication,Account Management
BGS06D6161134023D3C,Skill 956,Certification,Finance,Critical Thinking
BGS51601CC6DAA11AA5,Skill 957,Specialized Skill,Problem Solving,Critical Thinking
BGS04FA4DC9D8AFBB5B,Skill 958,Common Skill,Data Analysis,Written Communication
BGS8FE18AC0C30C321E,Skill 959,Common Skill,Finance,Statistical Analysis
BGS97254C68F771E273,Skill 960,Specialized Skill,Communication,Operational Risk
BGSB251927B5B050E26,Skill 961,Certification,Compliance,Financial Analysis
BGSD62DA744DDD8DCBA,Skill 962,Certification,Customer Service,Team Management
BGSA17A786168D8A75E,Skill 963,Specialized Skill,Finance,Statistical Analysis
BGS7FD65FEEFCEEA54A,Skill 964,Common Skill,Technology,Statistical Analysis
BGSE746BD7FDFCF2BFF,Skill 965,Certification,Leadership,Compliance Risk
BGS10D401E105052BAB,Skill 966,Specialized Skill,Communication,Team Management
BGSD63F873A4BE0BEFE,Skill 967,Certification,Data Analysis,Innovation
BGS2CBA58CA5B17278D,Skill 968,Certification,Data Analysis,Written Communication
BGSAF678BC9B2816B7E,Skill 969,Common Skill,Customer Service,Change Management
BGSE7FC72607B4E498D,Skill 970,Common Skill,Finance,Market Risk
BGSA801A730C6BB08FF,Skill 971,Certification,Technology,Account Management
BGSD4EEC61290311392,Skill 972,Specialized Skill,Leadership,Resource Planning
BGS314A1BBBEF8E0379,Skill 973,Common Skill,Problem Solving,Critical Thinking
BGSFFAAAD8750C77D70,Skill 974,Specialized Skill,Customer Service,Account Management
BGSC5CB13991AAF59D8,Skill 975,Specialized Skill,Risk Management,Stakeholder Management
BGS96927419FB708813,Skill 976,Common Skill,Communication,Client Support
BGS4FF742098490B76D,Skill 977,Specialized Skill,Project Management,Innovation
BGS3BC8AE4A952B8A2B,Skill 978,Common Skill,Project Management,Market Risk
BGS07EB2A5D55967AAE,Skill 979,Specialized Skill,Project Management,Investment Management
BGS93E0C9F57AB1F219,Skill 980,Specialized Skill,Project Management,Resource Planning
BGSD6051F75DBB47351,Skill 981,Certification,Risk Management,Agile
BGS4E4D03D68AE5C6B4,Skill 982,Specialized Skill,Leadership,Innovation
BGS27FB5EBE68AA77B3,Skill 983,Certification,Communication,Investment Management
BGS4526019D1A362CB5,Skill 984,Specialized Skill,Customer Service,Decision Making
BGS8E797551238590FA,Skill 985,Common Skill,Problem Solving,Service Delivery
BGS8CB825F21BFC785E,Skill 986,Certification,Data Analysis,Data Engineering
BGS6782BE8C2DE9D006,Skill 987,Certification,Finance,Resource Planning
BGS32FA8A0E6C982DB4,Skill 988,Specialized Skill,Problem Solving,Risk Assessment
BGSBE49A996A963639B,Skill 989,Common Skill,Leadership,Reporting
BGS192C3984CE330ED2,Skill 990,Specialized Skill,Leadership,Business Intelligence
BGSC724A585E96A0F11,Skill 991,Specialized Skill,Customer Service,Innovation
BGSFE097659BE98DC48,Skill 992,Specialized Skill,Leadership,Client Support
BGS7BC24C5CBAF99127,Skill 993,Common Skill,Risk Management,Agile
BGS25CC6933DB8CB558,Skill 994,Certification,Project Management,Infrastructure
BGSA1AA453782027C8D,Skill 995,Certification,Finance,Team Management
BGSB3CAEF8C3DD8B17F,Skill 996,Specialized Skill,Compliance,Decision Making
BGS77AD4A5A046F4F90,Skill 997,Specialized Skill,Data Analysis,Decision Making
BGSC77C886EE7F68F7F,Skill 998,Common Skill,Customer Service,Strategic Planning
BGS2048C6DE67C21C8C,Skill 999,Specialized Skill,Project Management,Change Management
BGSA87C1359F5A972E6,Skill 1000,Certification,Communication,Service Delivery
BGSEDACA21A35FD52C2,Skill 1001,Specialized Skill,Risk Management,Audit
BGS2EF3EAB12CE2EDBD,Skill 1002,Certification,Communication,Innovation
BGSA4C1AD50BE175F72,Skill 1003,Specialized Skill,Customer Service,Investment Management
BGS5ED33F36A321B091,Skill 1004,Common Skill,Problem Solving,Waterfall
BGSFF2F10AA3A173CB9,Skill 1005,Common Skill,Technology,Data Engineering
BGS565CC37042E7F635,Skill 1006,Certification,Data Analysis,Policy Management
BGS30A4B8C052924B42,Skill 1007,Certification,Compliance,Policy Management
BGS6EF34C01CAC079F4,Skill 1008,Specialized Skill,Project Management,Team Management
BGS05231E35D6AC8CB0,Skill 1009,Common Skill,Data Analysis,Reporting
BGS0C32C3DCB0252FF6,Skill 1010,Specialized Skill,Technology,Service Delivery
BGSC9E1CD39ACE390D1,Skill 1011,Specialized Skill,Technology,Regulatory Compliance
BGS1D9B62AF86B277F6,Skill 1012,Common Skill,Project Management,Service Delivery
BGSBC5FAE608336F751,Skill 1013,Common Skill,Project Management,Reporting
BGSC6D5219563467240,Skill 1014,Common Skill,Project Management,Resource Planning
BGSB536813EDEEDEDD6,Skill 1015,Specialized Skill,Communication,Team Management
BGSFF216ED54148B6AF,Skill 1016,Specialized Skill,Risk Management,Agile
BGSEBCD7F195C619A7E,Skill 1017,Common Skill,Communication,Policy Management
BGSDD90C4F2D3EE5AA1,Skill 1018,Common Skill,Risk Management,Business Intelligence
BGS55818CE57EAE4B54,Skill 1019,Specialized Skill,Project Management,Reporting
BGS87C952BA785B3067,Skill 1020,Specialized Skill,Technology,Account Management
BGSACA8234CC4569B17,Skill 1021,Certification,Data Analysis,Critical Thinking
BGSE700BEAB580A0FD9,Skill 1022,Specialized Skill,Finance,Financial Analysis
BGS469C7C3860238CBA,Skill 1023,Common Skill,Customer Service,Risk Assessment
BGS05115E840E08693D,Skill 1024,Certification,Leadership,Market Risk
BGS2ABF5E7D0D856630,Skill 1025,Common Skill,Finance,Client Support
BGS78E4C98ED33FB1F5,Skill 1026,Common Skill,Communication,Software Development
BGSB2B92D0B31319727,Skill 1027,Specialized Skill,Risk Management,Regulatory Compliance
BGS7FB8472E1B34D30F,Skill 1028,Certification,Communication,Operational Risk
BGSA125365F90EA452F,Skill 1029,Specialized Skill,Customer Service,Service Delivery
BGS19BF4A8112B904F9,Skill 1030,Certification,Finance,Compliance Risk
BGSE92EF69F4270E0D2,Skill 1031,Common Skill,Customer Service,Client Support
BGS1E1441AC9C34EE50,Skill 1032,Specialized Skill,Compliance,Operational Risk
BGSDD1E94248A1363B5,Skill 1033,Certification,Leadership,Statistical Analysis
BGS90742CE5177CE9C1,Skill 1034,Common Skill,Customer Service,Business Intelligence
BGS070CFFFFFC10FDF4,Skill 1035,Certification,Data Analysis,Financial Analysis
BGS55A0ED062721D8C4,Skill 1036,Common Skill,Customer Service,Agile
BGS06058E28F26C8E58,Skill 1037,Certification,Project Management,Operational Risk
BGSC765E9B527162D7F,Skill 1038,Specialized Skill,Data Analysis,Critical Thinking
BGS2F0B5A60AB91732B,Skill 1039,Certification,Project Management,Team Management
BGS8052B2448037F09F,Skill 1040,Certification,Finance,Team Management
BGSF28437AE307750D9,Skill 1041,Common Skill,Finance,Infrastructure
BGSE3445939FF8E754C,Skill 1042,Common Skill,Communication,Audit
BGS220FB15BD5C2A3A3,Skill 1043,Certification,Customer Service,Financial Analysis
