skill_id,name,skill_type,category,subcategory,description,aliases,related_skills,prerequisites
BGS8E9037E8388FA0A6,Skill 6740,CERTIFICATION,Compliance,Waterfall,,[],[],[]
BGS6412E7378468FA38,Skill 6741,SPECIALIZED,Technology,Audit,,[],[],[]
BGS008BC594F439142E,Skill 6742,CERTIFICATION,Technology,Team Management,,[],[],[]
BGS862AA196053A34EF,Skill 6743,SPECIALIZED,Project Management,Compliance Risk,,[],[],[]
BGS150F98FCEC8DAC29,Skill 6744,SPECIALIZED,Communication,Financial Analysis,,[],[],[]
BGSAC779316E5783B81,Skill 6745,SPECIALIZED,Leadership,Agile,,[],[],[]
BGS74FF41FD2A6E09FD,Skill 6746,CERTIFICATION,Compliance,Financial Analysis,,[],[],[]
BGS3A7428D70444BBA7,Skill 6747,CERTIFICATION,Customer Service,Resource Planning,,[],[],[]
BGS1B35DB597A154879,Skill 6748,COMMON,Compliance,Change Management,,[],[],[]
BGSE1513A91BE47C50D,Skill 6749,COMMON,Technology,Investment Management,,[],[],[]
BGSCA9DA7A267760BCF,Skill 6750,CERTIFICATION,Compliance,Resource Planning,,[],[],[]
BGSED15B4E2C7B24A11,Skill 6751,SPECIALIZED,Risk Management,Presentation,,[],[],[]
BGSCC6908C6CC615EEB,Skill 6752,SPECIALIZED,Customer Service,Business Intelligence,,[],[],[]
BGSF2A3C7A30D5DA09C,Skill 6753,CERTIFICATION,Leadership,Service Delivery,,[],[],[]
BGSA9FB21D048E65DD5,Skill 6754,COMMON,Customer Service,Resource Planning,,[],[],[]
BGS1A43A90AA2B942F0,Skill 6755,COMMON,Customer Service,Policy Management,,[],[],[]
BGS8C9445BA7AD4FA56,Skill 6756,COMMON,Problem Solving,Client Support,,[],[],[]
BGS42A0100FB6BC4C9B,Skill 6757,COMMON,Risk Management,Innovation,,[],[],[]
BGS647D4B475A6E8CEC,Skill 6758,SPECIALIZED,Problem Solving,Written Communication,,[],[],[]
BGS6C38AB8C623173EC,Skill 6759,CERTIFICATION,Leadership,Infrastructure,,[],[],[]
BGSFD9D9DF0878DC151,Skill 6760,COMMON,Data Analysis,Presentation,,[],[],[]
BGSC9CB44EFE568C192,Skill 6761,SPECIALIZED,Customer Service,Financial Analysis,,[],[],[]
BGS2B23565027207E13,Skill 6762,SPECIALIZED,Technology,Account Management,,[],[],[]
BGS8D7BA15735EBB466,Skill 6763,CERTIFICATION,Problem Solving,Policy Management,,[],[],[]
BGS39FEE22D9167F4F8,Skill 6764,COMMON,Customer Service,Investment Management,,[],[],[]
BGS8ADDE71F0CF78818,Skill 6765,CERTIFICATION,Data Analysis,Regulatory Compliance,,[],[],[]
BGS85BCB8A0E0AEEE69,Skill 6766,CERTIFICATION,Compliance,Resource Planning,,[],[],[]
BGSA81847948C025F86,Skill 6767,CERTIFICATION,Customer Service,Investment Management,,[],[],[]
BGS0D761CAEF2A55A70,Skill 6768,COMMON,Compliance,Decision Making,,[],[],[]
BGS527F6A764CB32D53,Skill 6769,SPECIALIZED,Customer Service,Data Engineering,,[],[],[]
BGSA6ADCBF6FF7AA027,Skill 6770,COMMON,Finance,Presentation,,[],[],[]
BGSDE053A9BCBD3E28D,Skill 6771,COMMON,Compliance,Data Engineering,,[],[],[]
BGS55271921CD9C3B69,Skill 6772,CERTIFICATION,Data Analysis,Waterfall,,[],[],[]
BGS8E60BC327C3B511B,Skill 6773,CERTIFICATION,Technology,Financial Analysis,,[],[],[]
BGS5EA2868065BCEAEE,Skill 6774,CERTIFICATION,Leadership,Critical Thinking,,[],[],[]
BGS486E6131650CE8E3,Skill 6775,COMMON,Communication,Compliance Risk,,[],[],[]
BGSD93F7E1C8ABBC92E,Skill 6776,COMMON,Project Management,Service Delivery,,[],[],[]
BGSCCB04F3EF703290E,Skill 6777,SPECIALIZED,Risk Management,Service Delivery,,[],[],[]
BGSA5891B34ADB4EFE7,Skill 6778,COMMON,Customer Service,Infrastructure,,[],[],[]
BGS9BED8E1DF99D8CE2,Skill 6779,SPECIALIZED,Problem Solving,Investment Management,,[],[],[]
BGSCD5098CD56F6CADB,Skill 6780,SPECIALIZED,Data Analysis,Client Support,,[],[],[]
BGS28DE8363FBB0DCA0,Skill 6781,COMMON,Finance,Critical Thinking,,[],[],[]
BGSB54AED1D07B7EAFD,Skill 6782,SPECIALIZED,Data Analysis,Agile,,[],[],[]
BGS6F5C84DC3B757BCA,Skill 6783,SPECIALIZED,Technology,Reporting,,[],[],[]
BGS289FDC34426DD305,Skill 6784,COMMON,Technology,Reporting,,[],[],[]
BGSA7058E336645E573,Skill 6785,SPECIALIZED,Finance,Business Intelligence,,[],[],[]
BGS0B606CF6F6E4F76C,Skill 6786,CERTIFICATION,Communication,Innovation,,[],[],[]
BGS2BA36AB82FD592E0,Skill 6787,COMMON,Communication,Regulatory Compliance,,[],[],[]
BGSD6E1A84093B826F1,Skill 6788,COMMON,Data Analysis,Market Risk,,[],[],[]
BGS3A9EDB32A2EEB3C0,Skill 6789,CERTIFICATION,Finance,Compliance Risk,,[],[],[]
BGS62AE7C62EEE7BACF,Skill 6790,CERTIFICATION,Compliance,Audit,,[],[],[]
BGS230ECB0DF71AD704,Skill 6791,CERTIFICATION,Problem Solving,Risk Assessment,,[],[],[]
BGS37BDF15DC80EF777,Skill 6792,COMMON,Finance,Financial Analysis,,[],[],[]
BGSB658C1B3C841EDFC,Skill 6793,COMMON,Customer Service,Innovation,,[],[],[]
BGSAABACF5D667A8859,Skill 6794,SPECIALIZED,Communication,Operational Risk,,[],[],[]
BGS192F4DF3E395881E,Skill 6795,CERTIFICATION,Problem Solving,Regulatory Compliance,,[],[],[]
BGSCD6DBA325DF5320C,Skill 6796,COMMON,Project Management,Written Communication,,[],[],[]
BGSFB3D45F84098ED72,Skill 6797,CERTIFICATION,Technology,Agile,,[],[],[]
BGS988B07108166ECF8,Skill 6798,COMMON,Risk Management,Business Intelligence,,[],[],[]
BGS1E9AA5EE84CA2CDC,Skill 6799,CERTIFICATION,Leadership,Service Delivery,,[],[],[]
BGS00FC68EB652EBD88,Skill 6800,CERTIFICATION,Leadership,Stakeholder Management,,[],[],[]
BGS0B7F4A06E76B9A1D,Skill 6801,SPECIALIZED,Technology,Written Communication,,[],[],[]
BGSAF4DE78F05B294CB,Skill 6802,COMMON,Compliance,Regulatory Compliance,,[],[],[]
BGS4BD71984B075B80D,Skill 6803,CERTIFICATION,Compliance,Decision Making,,[],[],[]
BGSC9233569F94FBF2D,Skill 6804,CERTIFICATION,Problem Solving,Agile,,[],[],[]
BGS622906BC6571A152,Skill 6805,CERTIFICATION,Problem Solving,Service Delivery,,[],[],[]
BGS5A21B2EC6B47247F,Skill 6806,COMMON,Problem Solving,Waterfall,,[],[],[]
BGS949A0BD3266BE36C,Skill 6807,COMMON,Leadership,Policy Management,,[],[],[]
BGSD3ECCBDBC3DDAE59,Skill 6808,SPECIALIZED,Technology,Compliance Risk,,[],[],[]
BGS66BB20A9F6522990,Skill 6809,SPECIALIZED,Problem Solving,Presentation,,[],[],[]
BGSA489DB8CC590CF0D,Skill 6810,COMMON,Compliance,Decision Making,,[],[],[]
BGSC42AE8C6C94DCE42,Skill 6811,SPECIALIZED,Risk Management,Service Delivery,,[],[],[]
BGS0D3C294088DCE637,Skill 6812,SPECIALIZED,Technology,Compliance Risk,,[],[],[]
BGS249E4CF62221D272,Skill 6813,CERTIFICATION,Compliance,Service Delivery,,[],[],[]
BGSF4CBAE2D6F54DA0F,Skill 6814,SPECIALIZED,Project Management,Agile,,[],[],[]
BGSA014AAB41F48DFAA,Skill 6815,SPECIALIZED,Leadership,Reporting,,[],[],[]
BGS67011CE727D5A358,Skill 6816,CERTIFICATION,Problem Solving,Reporting,,[],[],[]
BGS5FE52A50AC396EA3,Skill 6817,COMMON,Problem Solving,Reporting,,[],[],[]
BGSE17B59634474CA4C,Skill 6818,SPECIALIZED,Leadership,Decision Making,,[],[],[]
BGS46C085D98B9E67E9,Skill 6819,CERTIFICATION,Communication,Market Risk,,[],[],[]
BGS16974064AE539B7D,Skill 6820,CERTIFICATION,Leadership,Strategic Planning,,[],[],[]
BGSF91FFB008CC46343,Skill 6821,CERTIFICATION,Compliance,Infrastructure,,[],[],[]
BGS89ADCDD8A095E767,Skill 6822,CERTIFICATION,Project Management,Compliance Risk,,[],[],[]
BGSEF2340E2DFBC4C4D,Skill 6823,CERTIFICATION,Data Analysis,Software Development,,[],[],[]
BGS77030ABAA3E240ED,Skill 6824,SPECIALIZED,Leadership,Agile,,[],[],[]
BGS312615C44CD97B18,Skill 6825,CERTIFICATION,Customer Service,Financial Analysis,,[],[],[]
BGS56309B5D12A39134,Skill 6826,SPECIALIZED,Customer Service,Regulatory Compliance,,[],[],[]
BGS29BD8DA9BF454262,Skill 6827,COMMON,Data Analysis,Presentation,,[],[],[]
BGS182B673833D69FDF,Skill 6828,SPECIALIZED,Customer Service,Client Support,,[],[],[]
BGS40C902F4EAC02EC6,Skill 6829,SPECIALIZED,Problem Solving,Policy Management,,[],[],[]
BGS8EA455C34A4487AE,Skill 6830,SPECIALIZED,Customer Service,Risk Assessment,,[],[],[]
BGS91AB275AF4FE44C1,Skill 6831,CERTIFICATION,Problem Solving,Client Support,,[],[],[]
BGS0D7101545400202D,Skill 6832,SPECIALIZED,Data Analysis,Critical Thinking,,[],[],[]
BGSA961BD915D856158,Skill 6833,CERTIFICATION,Risk Management,Investment Management,,[],[],[]
BGS6CC537AC34CAEEA7,Skill 6834,CERTIFICATION,Data Analysis,Client Support,,[],[],[]
BGSD1696FD30E3E3200,Skill 6835,CERTIFICATION,Problem Solving,Resource Planning,,[],[],[]
BGSC3689958DCE486A7,Skill 6836,CERTIFICATION,Leadership,Regulatory Compliance,,[],[],[]
BGSFEA4E0C502FB9DEF,Skill 6837,CERTIFICATION,Leadership,Resource Planning,,[],[],[]
BGS8C34B1AF7C63D5DA,Skill 6838,COMMON,Customer Service,Compliance Risk,,[],[],[]
BGSCC44CEF41B6689B1,Skill 6839,SPECIALIZED,Finance,Service Delivery,,[],[],[]
BGSEF3CE2B5C4EF80ED,Skill 6840,CERTIFICATION,Problem Solving,Software Development,,[],[],[]
BGS201C579ED1F0347B,Skill 6841,COMMON,Leadership,Agile,,[],[],[]
BGSEFE517FB63DD5716,Skill 6842,COMMON,Communication,Business Intelligence,,[],[],[]
BGS8454F92A281D49AA,Skill 6843,SPECIALIZED,Risk Management,Business Intelligence,,[],[],[]
BGS9AD42A428B127840,Skill 6844,COMMON,Project Management,Service Delivery,,[],[],[]
BGS204B11CFE5CB208C,Skill 6845,COMMON,Leadership,Strategic Planning,,[],[],[]
BGSD03933096E841E89,Skill 6846,COMMON,Leadership,Statistical Analysis,,[],[],[]
BGS721EEE21396C6ED1,Skill 6847,SPECIALIZED,Problem Solving,Innovation,,[],[],[]
BGS2AAEBA9A26AF01EE,Skill 6848,CERTIFICATION,Problem Solving,Risk Assessment,,[],[],[]
BGS527C3C0CE7646E93,Skill 6849,CERTIFICATION,Problem Solving,Reporting,,[],[],[]
BGSB875A40677BB9962,Skill 6850,SPECIALIZED,Leadership,Market Risk,,[],[],[]
BGS8DC7AAAA7C3E02E1,Skill 6851,COMMON,Problem Solving,Client Support,,[],[],[]
BGS136FCEA34751DE2F,Skill 6852,SPECIALIZED,Compliance,Waterfall,,[],[],[]
BGSED50A22273461FC6,Skill 6853,CERTIFICATION,Customer Service,Critical Thinking,,[],[],[]
BGS16E1665FA70633AD,Skill 6854,SPECIALIZED,Finance,Reporting,,[],[],[]
BGS8E0897D96C12EA7A,Skill 6855,COMMON,Customer Service,Service Delivery,,[],[],[]
BGS20D4665B974D9952,Skill 6856,CERTIFICATION,Leadership,Operational Risk,,[],[],[]
BGSD9195C3DA97C4E24,Skill 6857,CERTIFICATION,Problem Solving,Presentation,,[],[],[]
BGS48DB835A531EDB77,Skill 6858,COMMON,Finance,Strategic Planning,,[],[],[]
BGS8539E4CB86133224,Skill 6859,COMMON,Compliance,Reporting,,[],[],[]
BGS2C6084B7C42A2CB4,Skill 6860,COMMON,Risk Management,Investment Management,,[],[],[]
BGSD20F693D32AD820C,Skill 6861,COMMON,Problem Solving,Critical Thinking,,[],[],[]
BGS9E7F39D6B0EB4461,Skill 6862,COMMON,Finance,Investment Management,,[],[],[]
BGSE9834F84CE6E4E49,Skill 6863,CERTIFICATION,Technology,Team Management,,[],[],[]
BGS4506CBBD331CF44F,Skill 6864,SPECIALIZED,Compliance,Business Intelligence,,[],[],[]
BGS2C5E58C05628481E,Skill 6865,SPECIALIZED,Technology,Presentation,,[],[],[]
BGSD3E09187B0F6E8AD,Skill 6866,CERTIFICATION,Technology,Investment Management,,[],[],[]
BGS5106F7DCDD0F3CB7,Skill 6867,CERTIFICATION,Data Analysis,Operational Risk,,[],[],[]
BGS37E06CF947CF127B,Skill 6868,SPECIALIZED,Compliance,Innovation,,[],[],[]
BGS805018A723A8AA18,Skill 6869,COMMON,Finance,Strategic Planning,,[],[],[]
BGS9430DD9328583DB7,Skill 6870,COMMON,Communication,Agile,,[],[],[]
BGSC4CCFC2241FD257D,Skill 6871,CERTIFICATION,Customer Service,Policy Management,,[],[],[]
BGS6DC7C410E42E965D,Skill 6872,CERTIFICATION,Leadership,Service Delivery,,[],[],[]
BGS16797074A0CCF823,Skill 6873,CERTIFICATION,Communication,Decision Making,,[],[],[]
BGS3CEEE8D63CE496C7,Skill 6874,SPECIALIZED,Leadership,Compliance Risk,,[],[],[]
BGSEB4A47ED0E7701A1,Skill 6875,SPECIALIZED,Problem Solving,Investment Management,,[],[],[]
BGS75C76A46C09E79EA,Skill 6876,COMMON,Risk Management,Change Management,,[],[],[]
BGS5E10FA4E1D22E694,Skill 6877,CERTIFICATION,Customer Service,Account Management,,[],[],[]
BGS1FA74A6DE6988476,Skill 6878,CERTIFICATION,Risk Management,Agile,,[],[],[]
BGS602DFBF188202D7C,Skill 6879,COMMON,Risk Management,Innovation,,[],[],[]
BGS4E216618E0E05953,Skill 6880,SPECIALIZED,Finance,Change Management,,[],[],[]
BGS3A4A691DE5AA09DD,Skill 6881,SPECIALIZED,Finance,Financial Analysis,,[],[],[]
BGS7CA9AFF7740C1EA1,Skill 6882,SPECIALIZED,Technology,Software Development,,[],[],[]
BGS3BD2DE4A3A1534F2,Skill 6883,CERTIFICATION,Customer Service,Reporting,,[],[],[]
BGS811496DE63A02DC4,Skill 6884,CERTIFICATION,Risk Management,Risk Assessment,,[],[],[]
BGS9BD8FE074D291519,Skill 6885,CERTIFICATION,Technology,Strategic Planning,,[],[],[]
BGS258FD5EEE8525F7D,Skill 6886,COMMON,Customer Service,Team Management,,[],[],[]
BGS3707D33F3F99BF5A,Skill 6887,CERTIFICATION,Compliance,Critical Thinking,,[],[],[]
BGSE5C1D2715F96EFDC,Skill 6888,COMMON,Leadership,Change Management,,[],[],[]
BGS0E64C2BB91091FA2,Skill 6889,COMMON,Leadership,Waterfall,,[],[],[]
BGS041C2BA97707B71B,Skill 6890,COMMON,Technology,Audit,,[],[],[]
BGS1BE3967E04613CAA,Skill 6891,CERTIFICATION,Finance,Audit,,[],[],[]
BGSCBB64ECF7BEEED59,Skill 6892,CERTIFICATION,Technology,Presentation,,[],[],[]
BGS340AAC67A53B7FA6,Skill 6893,SPECIALIZED,Finance,Strategic Planning,,[],[],[]
BGS83FF30A1632A24BE,Skill 6894,SPECIALIZED,Problem Solving,Innovation,,[],[],[]
BGS91670008870663CB,Skill 6895,CERTIFICATION,Finance,Risk Assessment,,[],[],[]
BGS82F9092A03FD4549,Skill 6896,COMMON,Finance,Decision Making,,[],[],[]
BGSFF54DC784312CE6A,Skill 6897,COMMON,Finance,Agile,,[],[],[]
BGS6066703009E44BF1,Skill 6898,CERTIFICATION,Finance,Audit,,[],[],[]
BGS1F7EB087CD60F9DC,Skill 6899,SPECIALIZED,Data Analysis,Strategic Planning,,[],[],[]
BGS5D7C49135B544366,Skill 6900,COMMON,Project Management,Presentation,,[],[],[]
BGS66426178BA18BF9D,Skill 6901,COMMON,Compliance,Statistical Analysis,,[],[],[]
BGSD022CA864DE0CF90,Skill 6902,CERTIFICATION,Project Management,Strategic Planning,,[],[],[]
BGSD163B146F0F705EE,Skill 6903,COMMON,Data Analysis,Decision Making,,[],[],[]
BGS0D045FC795CD15DE,Skill 6904,COMMON,Leadership,Investment Management,,[],[],[]
BGSA20978D13889724D,Skill 6905,SPECIALIZED,Problem Solving,Infrastructure,,[],[],[]
BGS493B5115126BCFAF,Skill 6906,CERTIFICATION,Data Analysis,Agile,,[],[],[]
BGSF7357E23AFD6DA6E,Skill 6907,COMMON,Finance,Reporting,,[],[],[]
BGSBF2EAF6AF0CB4313,Skill 6908,SPECIALIZED,Technology,Software Development,,[],[],[]
BGSB026BC71A229C558,Skill 6909,COMMON,Communication,Decision Making,,[],[],[]
BGS7D481C5068DC061B,Skill 6910,CERTIFICATION,Problem Solving,Reporting,,[],[],[]
BGSB59BFA250D77714A,Skill 6911,SPECIALIZED,Risk Management,Resource Planning,,[],[],[]
BGS267F5049358CAEEC,Skill 6912,COMMON,Leadership,Reporting,,[],[],[]
BGS1A65B4EEEF8A104D,Skill 6913,CERTIFICATION,Leadership,Regulatory Compliance,,[],[],[]
BGS57B080A85CE5436F,Skill 6914,CERTIFICATION,Customer Service,Investment Management,,[],[],[]
BGS46F43E1407043A1E,Skill 6915,CERTIFICATION,Problem Solving,Resource Planning,,[],[],[]
BGS6DEADE3B0CAE2E32,Skill 6916,COMMON,Data Analysis,Team Management,,[],[],[]
BGSFD4947C54BA55CE8,Skill 6917,CERTIFICATION,Data Analysis,Compliance Risk,,[],[],[]
BGSD1E04CB7A6F6B760,Skill 6918,CERTIFICATION,Technology,Written Communication,,[],[],[]
BGS18D9CEFEC895AE94,Skill 6919,SPECIALIZED,Risk Management,Data Engineering,,[],[],[]
BGSB5E494236D20C468,Skill 6920,CERTIFICATION,Compliance,Innovation,,[],[],[]
BGS7B798755B22237CF,Skill 6921,CERTIFICATION,Customer Service,Audit,,[],[],[]
BGSB8EA3E96A203FE8A,Skill 6922,CERTIFICATION,Data Analysis,Resource Planning,,[],[],[]
BGS979ABBD713363DE3,Skill 6923,SPECIALIZED,Compliance,Policy Management,,[],[],[]
BGSFD2B6E3D743B87D6,Skill 6924,SPECIALIZED,Problem Solving,Presentation,,[],[],[]
BGS094556AC9E9DEB10,Skill 6925,CERTIFICATION,Project Management,Account Management,,[],[],[]
BGS9209A23A85842ED8,Skill 6926,CERTIFICATION,Project Management,Market Risk,,[],[],[]
BGSF921118F386B01B4,Skill 6927,CERTIFICATION,Customer Service,Data Engineering,,[],[],[]
BGS36FC99724549D880,Skill 6928,SPECIALIZED,Problem Solving,Infrastructure,,[],[],[]
BGSB42BEFE64288EDA5,Skill 6929,SPECIALIZED,Technology,Investment Management,,[],[],[]
BGS48959B3817671A95,Skill 6930,SPECIALIZED,Finance,Presentation,,[],[],[]
BGS1A03BAA160DD84FD,Skill 6931,SPECIALIZED,Data Analysis,Statistical Analysis,,[],[],[]
BGS90E4E2EE9CE32777,Skill 6932,SPECIALIZED,Problem Solving,Client Support,,[],[],[]
BGSFB018B0BC802AFE9,Skill 6933,COMMON,Problem Solving,Infrastructure,,[],[],[]
BGSBDE5B2DB2A3FAC2A,Skill 6934,COMMON,Leadership,Investment Management,,[],[],[]
BGSD10CD3154C9600CE,Skill 6935,SPECIALIZED,Customer Service,Regulatory Compliance,,[],[],[]
BGSFB47BBCCF6379C4D,Skill 6936,CERTIFICATION,Data Analysis,Financial Analysis,,[],[],[]
BGS084DC7C5CE34A818,Skill 6937,CERTIFICATION,Technology,Operational Risk,,[],[],[]
BGS47549B83EF25EC22,Skill 6938,COMMON,Compliance,Innovation,,[],[],[]
BGSD78FD8D363BAAD37,Skill 6939,COMMON,Communication,Policy Management,,[],[],[]
BGSA0828DBAC585F89D,Skill 6940,COMMON,Communication,Compliance Risk,,[],[],[]
BGSC031644E5FBC8182,Skill 6941,COMMON,Leadership,Change Management,,[],[],[]
BGS7B9F74A9CEF944C5,Skill 6942,COMMON,Communication,Policy Management,,[],[],[]
BGS25B2277696BD737F,Skill 6943,SPECIALIZED,Problem Solving,Agile,,[],[],[]
BGSE309A012C8D28EBE,Skill 6944,COMMON,Problem Solving,Stakeholder Management,,[],[],[]
BGSD4969586F94C0382,Skill 6945,SPECIALIZED,Project Management,Policy Management,,[],[],[]
BGS0403733408AC28DA,Skill 6946,SPECIALIZED,Finance,Infrastructure,,[],[],[]
BGS100ABCD04257DEE3,Skill 6947,SPECIALIZED,Leadership,Reporting,,[],[],[]
BGSB948DAE8E868C088,Skill 6948,SPECIALIZED,Compliance,Operational Risk,,[],[],[]
BGS5371408DEFC57E45,Skill 6949,SPECIALIZED,Communication,Regulatory Compliance,,[],[],[]
BGS1CD7EA0ACE0EF016,Skill 6950,COMMON,Problem Solving,Stakeholder Management,,[],[],[]
BGS3C04A700E1003A79,Skill 6951,CERTIFICATION,Problem Solving,Audit,,[],[],[]
BGS07DA2FB7A1F93EE7,Skill 6952,SPECIALIZED,Compliance,Critical Thinking,,[],[],[]
BGSE0CB758212466346,Skill 6953,CERTIFICATION,Data Analysis,Account Management,,[],[],[]
BGS407445F46CF03781,Skill 6954,SPECIALIZED,Risk Management,Client Support,,[],[],[]
BGSB5DD19BFCB80591A,Skill 6955,SPECIALIZED,Customer Service,Reporting,,[],[],[]
BGSC7EFEBBD14E32243,Skill 6956,CERTIFICATION,Finance,Compliance Risk,,[],[],[]
BGSAC071479BFB87354,Skill 6957,CERTIFICATION,Communication,Innovation,,[],[],[]
BGS8B174ACAD5F0298B,Skill 6958,SPECIALIZED,Project Management,Critical Thinking,,[],[],[]
BGS63D29DE797B0F584,Skill 6959,COMMON,Finance,Presentation,,[],[],[]
BGS682936BED5D66506,Skill 6960,CERTIFICATION,Customer Service,Policy Management,,[],[],[]
BGSF21E8C32B88FA3E1,Skill 6961,SPECIALIZED,Compliance,Operational Risk,,[],[],[]
BGS2BFAE3B2C64C02CB,Skill 6962,COMMON,Compliance,Decision Making,,[],[],[]
BGS3034352E5602B1EC,Skill 6963,CERTIFICATION,Finance,Statistical Analysis,,[],[],[]
BGS231C8FBA4DE39E21,Skill 6964,COMMON,Risk Management,Software Development,,[],[],[]
BGSF2A863C4B749FD86,Skill 6965,CERTIFICATION,Problem Solving,Decision Making,,[],[],[]
BGS028C4E14E31A085D,Skill 6966,COMMON,Compliance,Financial Analysis,,[],[],[]
BGS047F2F95B9EDF499,Skill 6967,CERTIFICATION,Project Management,Policy Management,,[],[],[]
BGSD297D7AEC108DAF4,Skill 6968,COMMON,Data Analysis,Infrastructure,,[],[],[]
BGSA43505AD9D02A3B8,Skill 6969,SPECIALIZED,Customer Service,Reporting,,[],[],[]
BGS060AF34624612B7E,Skill 6970,SPECIALIZED,Customer Service,Innovation,,[],[],[]
BGS7FDB16E6D31B538E,Skill 6971,COMMON,Project Management,Regulatory Compliance,,[],[],[]
BGSF1E06E5AD482E56D,Skill 6972,SPECIALIZED,Problem Solving,Client Support,,[],[],[]
BGSAF54A6E0D7DA5D5B,Skill 6973,COMMON,Finance,Client Support,,[],[],[]
BGSAA5B2914A526C18F,Skill 6974,SPECIALIZED,Leadership,Client Support,,[],[],[]
BGS3E4835B2FB3C4730,Skill 6975,COMMON,Problem Solving,Team Management,,[],[],[]
BGS158DFBC283EF5710,Skill 6976,CERTIFICATION,Project Management,Audit,,[],[],[]
BGS496DD3B00795E64A,Skill 6977,SPECIALIZED,Technology,Financial Analysis,,[],[],[]
BGS1ED6D1E791F489D9,Skill 6978,COMMON,Technology,Financial Analysis,,[],[],[]
BGS4E3BDEEEC0831D8E,Skill 6979,SPECIALIZED,Problem Solving,Innovation,,[],[],[]
BGSC80CD693015D883D,Skill 6980,SPECIALIZED,Technology,Critical Thinking,,[],[],[]
BGS184A39F9FAB8F19B,Skill 6981,COMMON,Risk Management,Client Support,,[],[],[]
BGSDC3FD72D15A72E39,Skill 6982,SPECIALIZED,Project Management,Stakeholder Management,,[],[],[]
BGS296729D92A1BCD0B,Skill 6983,SPECIALIZED,Technology,Data Engineering,,[],[],[]
BGS4C8D0D27B25ACAE4,Skill 6984,COMMON,Problem Solving,Infrastructure,,[],[],[]
BGSD37039E8A3CBA382,Skill 6985,COMMON,Leadership,Policy Management,,[],[],[]
BGSC4321F3300F197F9,Skill 6986,COMMON,Project Management,Statistical Analysis,,[],[],[]
BGS65173A4980435459,Skill 6987,SPECIALIZED,Finance,Client Support,,[],[],[]
BGS4C86F01CB0CD2330,Skill 6988,COMMON,Compliance,Service Delivery,,[],[],[]
BGSA190EC28DD6A9C68,Skill 6989,SPECIALIZED,Communication,Data Engineering,,[],[],[]
BGS7613AD50917225C6,Skill 6990,CERTIFICATION,Finance,Innovation,,[],[],[]
BGS276FBC0F6C05E65E,Skill 6991,SPECIALIZED,Project Management,Software Development,,[],[],[]
BGSC8BD68B7328CCEA1,Skill 6992,CERTIFICATION,Leadership,Strategic Planning,,[],[],[]
BGSD09C5026E2170369,Skill 6993,SPECIALIZED,Finance,Regulatory Compliance,,[],[],[]
BGS88B68F7BF8F1F85A,Skill 6994,SPECIALIZED,Communication,Audit,,[],[],[]
BGS4AC95B6D2BE3D34C,Skill 6995,CERTIFICATION,Data Analysis,Stakeholder Management,,[],[],[]
BGS58FE3A75F440A3B5,Skill 6996,SPECIALIZED,Problem Solving,Financial Analysis,,[],[],[]
BGSC6279DB3DCE0F080,Skill 6997,SPECIALIZED,Technology,Stakeholder Management,,[],[],[]
BGS2988F9C385BFA9EA,Skill 6998,CERTIFICATION,Risk Management,Software Development,,[],[],[]
BGSAFBFB022DD7D3BDE,Skill 6999,CERTIFICATION,Problem Solving,Regulatory Compliance,,[],[],[]
BGS2513503AADE68F8F,Skill 7000,CERTIFICATION,Risk Management,Business Intelligence,,[],[],[]
BGS1E7F6A5E091E9C2C,Skill 7001,SPECIALIZED,Technology,Decision Making,,[],[],[]
BGS0ED6209B891A9065,Skill 7002,SPECIALIZED,Project Management,Market Risk,,[],[],[]
BGSEB3D2F6DFC5D8FB0,Skill 7003,SPECIALIZED,Finance,Presentation,,[],[],[]
BGS470689C08D4A4AEA,Skill 7004,SPECIALIZED,Technology,Stakeholder Management,,[],[],[]
BGSF06AFCAB32C9C3AC,Skill 7005,SPECIALIZED,Customer Service,Audit,,[],[],[]
BGSCCEB82FBA62E8274,Skill 7006,SPECIALIZED,Technology,Strategic Planning,,[],[],[]
BGSA3A9D5A2BC870FAF,Skill 7007,COMMON,Risk Management,Change Management,,[],[],[]
BGSD7220B92516B6285,Skill 7008,COMMON,Technology,Critical Thinking,,[],[],[]
BGSE89974B72D25DC14,Skill 7009,CERTIFICATION,Leadership,Critical Thinking,,[],[],[]
BGS935CF716E565739D,Skill 7010,COMMON,Communication,Operational Risk,,[],[],[]
BGSFE663F137A84F65A,Skill 7011,COMMON,Finance,Resource Planning,,[],[],[]
BGSA1C2C42096A37909,Skill 7012,COMMON,Data Analysis,Policy Management,,[],[],[]
BGS5A8DDA78FD25D0FD,Skill 7013,CERTIFICATION,Finance,Change Management,,[],[],[]
BGS0548342894E0A0EB,Skill 7014,COMMON,Finance,Market Risk,,[],[],[]
BGS53C3FACE263416EA,Skill 7015,COMMON,Finance,Regulatory Compliance,,[],[],[]
BGS17CD083B51B8BECB,Skill 7016,CERTIFICATION,Risk Management,Compliance Risk,,[],[],[]
BGSA0FF2725557F52CF,Skill 7017,SPECIALIZED,Communication,Innovation,,[],[],[]
BGSFD1F4E229AEECB7B,Skill 7018,SPECIALIZED,Project Management,Software Development,,[],[],[]
BGSEDB7F1EA4D0D9814,Skill 7019,CERTIFICATION,Communication,Stakeholder Management,,[],[],[]
