job_id,title,department,level,location,skills
R0547,Role 547,55000071 Technology (Manager 547),Group 5,771 Main St,"BGS56415B6F59F7E005:3,BGS5A038391957516DD:3,BGS6693BD4CAA09177A:3,BGS1175687FF095C77D:3,BGS450A58959FD87FE2:3"
R0548,Role 548,55000157 Strategy (Manager 548),Group 6,756 High St,"BGSA45C9C44DCEBF181:3,BGSDC518E5BA2FF46B2:3,BGS6F57C5F9924190CF:3"
R0549,Role 549,55000181 Operations (Manager 549),Group 4,334 King St,"BGSC91A6B28EFD43920:3,BGSE6047FD0C559DEB5:3,BGSFCC2664E0B2792D3:3,BGS833D9D03D1B6AB97:3,BGS1A772197228908FD:3"
R0550,Role 550,55000063 Legal (Manager 550),Group 2,762 Main St,"BGSA0688E0367C51C56:3,BGS4625F85F9D5F510D:3,BGS63D44D6268AE8B40:3,BGSA26FEA4CAC3F116D:3"
R0551,Role 551,55000077 Legal (Manager 551),Group 6,366 High St,"BGS39C2761BF08E1294:3,BGSD9D1EE57792864F7:3,BGS901867026595BAA6:3"
R0552,Role 552,55000098 Marketing (Manager 552),Group 6,36 King St,"BGS99D97E15A5F78838:3,BGS28D5FBE53BA23E7A:3,BGSA53DCF5C72644236:3"
R0553,Role 553,55000002 Research (Manager 553),Group 6,325 Queen St,"BGS0AF9AEA5613C7E15:3,BGS7F5554A04FD9528D:3,BGS2C9D37DB6E65348A:3,BGSD8FC03F9E95FE191:3"
R0554,Role 554,55000100 Sales (Manager 554),Group 7,306 Main St,"BGS2044E8DD683D31A9:3,BGSAB271950E176F473:3,BGS53EAAB0FDB57907C:3,BGS7A31932F4BEA15ED:3,BGS3D045BFF98257405:3"
R0555,Role 555,55000083 Facilities (Manager 555),Group 1,925 Queen St,"BGSBCD4784EFD26B764:3,BGSCEB2D62C5324872A:3,BGS59E8A37C8468F482:3"
R0556,Role 556,55000163 Compliance (Manager 556),Group 3,789 Queen St,"BGS7D61924A949BC16F:3,BGSEEBAC4D5C3CC3C7D:3,BGSFA14EA9D3D3F0AFD:3"
R0557,Role 557,55000132 Compliance (Manager 557),Group 4,642 Main St,"BGS75AA2742D2D6263A:3,BGS1B444E277F3C3418:3"
R0558,Role 558,55000003 HR (Manager 558),Group 1,154 High St,"BGS77AEFC204C722556:3,BGSDCF553BFDEBD54EB:3,BGS875C15465D7EF74C:3,BGS1302206CCA892A0E:3,BGS3C5D7E56C8C8A640:3"
R0559,Role 559,55000172 Research (Manager 559),Group 4,887 Queen St,"BGS717252923E92F602:3,BGS5F6CD1153F296DE8:3,BGS4C8DBBE99A3D208E:3"
R0560,Role 560,55000197 Finance (Manager 560),Group 4,40 High St,"BGSE7C828636BAEEE4A:3,BGS2D96503BA545CFAF:3,BGSAFD81044BBE59444:3,BGS9D2964F19551FABA:3"
R0561,Role 561,55000025 Risk (Manager 561),Group 3,307 King St,"BGS5F750900D94D2C15:3,BGS35BD0951CCF43E43:3,BGS0AD97EF97FB80F62:3,BGS296EDC3EF3C34B48:3,BGSA490062371DB8E99:3"
R0562,Role 562,55000094 Sales (Manager 562),Group 3,450 High St,"BGS7846937BC5FA55A1:3,BGSB826B8DBAE3AEA39:3"
R0563,Role 563,55000013 Technology (Manager 563),Group 2,746 Queen St,"BGSBAA10F7FC0F4656F:3,BGSE850911584E61FB1:3,BGS2F204317F4CA7B04:3,BGSC0175490CA77F347:3,BGSAF745E8B4E9623CF:3"
R0564,Role 564,55000045 Product (Manager 564),Group 7,117 Main St,"BGSEAFC3522BD2ED9C9:3,BGSF6731D31CDE17699:3,BGSE9D1D16D53BE6D69:3,BGS497EEA04B0F3FC01:3,BGSE47EF5D0676F7EBD:3"
R0565,Role 565,55000090 Communications (Manager 565),Group 1,929 High St,"BGS962485F15C0D8D78:3,BGSD1BAD65945A38E53:3,BGS7454C193B8D36E72:3,BGSA384FB837F5D931A:3"
R0566,Role 566,55000156 Communications (Manager 566),Group 4,139 High St,"BGSE2BFEF2FE6870239:3,BGSDEE4D4D994450E07:3,BGS967BD22DFDB2C33E:3,BGS497EEA04B0F3FC01:3,BGS76659B93425AAB72:3"
R0567,Role 567,55000076 Marketing (Manager 567),Group 4,217 High St,"BGSF176CB5659DE1A59:3,BGS93E0D1BCB0B5DF7F:3,BGS0B72F23C976410D1:3,BGS3B362877A249E6A0:3"
R0568,Role 568,55000104 Technology (Manager 568),Group 5,18 King St,"BGS442F74E9D011E8C1:3,BGS57EEC70D88AF93DE:3"
R0569,Role 569,55000143 Facilities (Manager 569),Group 4,757 King St,"BGS6C836C60EB38F83A:3,BGSBDC09C2EAD677431:3"
R0570,Role 570,55000111 Product (Manager 570),Group 4,855 Main St,"BGS964590D62F92F80A:3,BGS65D3FBA59C7C4F56:3,BGSCF9D155C2D178197:3,BGSC9815E6FDACEF01A:3,BGS56A355A18E991A56:3"
R0571,Role 571,55000052 Compliance (Manager 571),Group 6,650 High St,"BGS979ABBD713363DE3:3,BGSAF56ADAF2E73B228:3,BGS36ED5E05E9C84706:3"
R0572,Role 572,55000123 Customer Service (Manager 572),Group 2,901 Queen St,"BGSA0D91A1F12EB6698:3,BGS925454D2560FC3B1:3,BGSBE38376D95DFAC40:3,BGS454A728F0D323FE1:3,BGSD1BAD65945A38E53:3"
R0573,Role 573,55000125 Legal (Manager 573),Group 3,181 Queen St,"BGSCAFD1CC7C884398E:3,BGS30EE051E7162FE34:3,BGS31ED1F9EFAB2FFAE:3"
R0574,Role 574,55000165 Compliance (Manager 574),Group 5,143 Queen St,"BGS03784DB69119B913:3,BGS502FC0309C9A6D85:3,BGS61A73D72391EACC6:3,BGS3EE2C9713636C60A:3"
R0575,Role 575,55000021 Sales (Manager 575),Group 1,270 King St,"BGSB06A286A2C921853:3,BGS5DDA4B492FF0F23A:3"
R0576,Role 576,55000055 Technology (Manager 576),Group 1,453 High St,"BGSC41C9FCA2E43CA18:3,BGSB8DF6927E19BB498:3,BGSE0404CA4905B3722:3"
R0577,Role 577,55000120 Facilities (Manager 577),Group 1,701 King St,"BGS307D39568D45413B:3,BGS4C02F3FF19645FA4:3"
R0578,Role 578,55000134 Risk (Manager 578),Group 2,176 King St,"BGS1997EEA92A960797:3,BGSEA4BDDF0745194EC:3,BGS1891836EDFDFFB74:3"
R0579,Role 579,55000159 Finance (Manager 579),Group 5,927 Main St,"BGSA209528199DF4832:3,BGS991E60737F682CF0:3"
R0580,Role 580,55000143 Strategy (Manager 580),Group 2,233 High St,"BGS2F046D9EAACEA23D:3,BGS70A39C2B976E12E3:3"
R0581,Role 581,55000144 Risk (Manager 581),Group 6,626 King St,"BGSB1C8A3FAD9A4F2FF:3,BGSADAA1786FC671DA0:3,BGS413BE3649DF3948D:3,BGS01614516790104C6:3,BGS2C57873EFC11BF03:3"
R0582,Role 582,55000196 Customer Service (Manager 582),Group 4,803 High St,"BGS22BF1243D46ED297:3,BGS893A0AA2B5D67A06:3,BGS256DEC5DD546F320:3"
R0583,Role 583,55000058 Product (Manager 583),Group 4,2 Main St,"BGS6F090F27573FF38E:3,BGS847D8A5159C2232D:3,BGS1BAF379C8B5C6ECD:3,BGS964817D268DFFF0D:3"
R0584,Role 584,55000082 Marketing (Manager 584),Group 1,108 Queen St,"BGS4D8356F25D37CCDC:3,BGS6C7F05E36996846D:3,BGS7064FA196ECD328A:3,BGSAE63B8636D06D79F:3,BGS51374B69863D6E11:3"
R0585,Role 585,55000051 Sales (Manager 585),Group 6,893 Main St,"BGS976BBE51368B6E17:3,BGS931B1DFB6252E666:3"
R0586,Role 586,55000121 Customer Service (Manager 586),Group 4,988 High St,"BGS05231E35D6AC8CB0:3,BGS436D6910CD6CD835:3,BGS7ED5EFF9BEEA167B:3"
R0587,Role 587,55000094 Customer Service (Manager 587),Group 2,452 Main St,"BGS76174911F34ADD9E:3,BGSB06961DD3FC09830:3,BGSC9F4788D19ACF699:3,BGS6DC2587CB68E3749:3"
R0588,Role 588,55000172 Strategy (Manager 588),Group 3,76 Main St,"BGS1C5D46E5C97CF28C:3,BGS538591E501C50A96:3,BGS24467D826303D180:3,BGS90F7724820EC3CC9:3"
R0589,Role 589,55000103 Operations (Manager 589),Group 6,700 High St,"BGSEB64FFEA8EF9870D:3,BGS4E8477FD285E9337:3,BGS89973E8C583239A9:3,BGSCB01F2991D52B2CB:3"
R0590,Role 590,55000196 Product (Manager 590),Group 7,737 King St,"BGS7CF564B5D8F162FA:3,BGS20CD85979C59FC9F:3,BGS7B24BF2E40A55606:3"
R0591,Role 591,55000084 Operations (Manager 591),Group 6,333 Queen St,"BGS6DF63F4EAEE62116:3,BGS6C4BE2D5DE427750:3,BGS93E07B1F34706131:3,BGSCEFD570F176EEAD0:3,BGSE1443ABB4AF35F6D:3"
R0592,Role 592,55000075 Customer Service (Manager 592),Group 7,683 High St,"BGS4FAE8654E7B8625A:3,BGS5C5DF2887B5160FD:3,BGS5E1D6BF7E5688C90:3"
R0593,Role 593,55000091 Facilities (Manager 593),Group 4,774 High St,"BGS8699FBD0035D08A8:3,BGS29B1D482E66AC01E:3,BGSCECF0371ADC4197D:3,BGSA6F7F378C73DB19C:3,BGS6CB1C0C4002A7004:3"
R0594,Role 594,55000006 Compliance (Manager 594),Group 7,361 King St,"BGS5A00D23D8DF56827:3,BGS33AE36A81728E29B:3"
R0595,Role 595,55000043 Facilities (Manager 595),Group 2,606 High St,"BGSA5D1E885322507AC:3,BGS0B3F12F3B2CF27ED:3,BGSFEEEDEE5EE2D7811:3"
R0596,Role 596,55000139 Technology (Manager 596),Group 5,91 High St,"BGS5DDA4B492FF0F23A:3,BGS77AEFC204C722556:3,BGSD20479B12B3D78C2:3"
R0597,Role 597,55000081 Legal (Manager 597),Group 1,160 Queen St,"BGSCA4675357998EF23:3,BGSB9286D0C3B080731:3,BGS0AA00450BC622180:3"
R0598,Role 598,55000056 Marketing (Manager 598),Group 5,569 King St,"BGS673BF69FB7DDAFA4:3,BGSE6C927EE844A0562:3,BGS1E1A4928D93DC7D9:3,BGSB50F572307A6D982:3,BGS83CC6DE82665FA47:3"
R0599,Role 599,55000129 Legal (Manager 599),Group 6,622 King St,"BGS0ED786EC619E8DEE:3,BGS3D4968FA2995B1D4:3,BGSE76B1A00C858B240:3,BGS1F58B21C453DB352:3"
R0600,Role 600,55000146 Compliance (Manager 600),Group 5,199 Main St,"BGSEEE474666C4BE18A:3,BGS2E5ECFF5C5E3A0BD:3,BGS605AEBB5F426DD72:3"
R0601,Role 601,55000014 Finance (Manager 601),Group 6,642 Queen St,"BGS6EDDE92D74BF5C0E:3,BGSB0CC9DC5FBEEFECE:3"
R0602,Role 602,55000059 Finance (Manager 602),Group 2,862 King St,"BGS5A37EAB7FBE50622:3,BGSFA48E289F1307A13:3,BGSAC9756BE2284DB85:3,BGS6BF09681DB82F0E0:3,BGS271E189E9A979B26:3"
R0603,Role 603,55000094 Customer Service (Manager 603),Group 4,67 High St,"BGSB26FC43DC2A882E7:3,BGS7334B69C49994D43:3,BGSF81B0497E96557B8:3"
R0604,Role 604,55000046 Legal (Manager 604),Group 6,476 Main St,"BGS564A4CBC2F9D9A85:3,BGS9D7A361A8524AC42:3"
R0605,Role 605,55000065 Product (Manager 605),Group 4,671 Queen St,"BGS9A3497366EC69ACD:3,BGS5D2D095468C3020D:3"
R0606,Role 606,55000129 Communications (Manager 606),Group 3,672 Queen St,"BGSC6E73593C5F18947:3,BGSB6F9DF6AB004F60D:3,BGSD4C54E23E49CB611:3,BGSF9F85E4F841111C8:3,BGSFDFBAA464CE9567C:3"
R0607,Role 607,55000018 Finance (Manager 607),Group 3,649 Queen St,"BGS50AD52A2FD8C4E7A:3,BGS095C8337C935FE0B:3,BGS9C8C5F18AF03701E:3,BGSF8C7959301D103F8:3,BGSE73CE502DFBF3591:3"
R0608,Role 608,55000095 Research (Manager 608),Group 6,959 Queen St,"BGSC01C866F4FBA9A5A:3,BGSCD7CC3F248FA3E4F:3,BGS8050BA36DD7C06D8:3,BGS5F907246E9A432EE:3"
R0609,Role 609,55000063 Risk (Manager 609),Group 2,991 High St,"BGSC05783A358FE33F6:3,BGS06933E06A10CB1EE:3,BGS0099FB9F1FE8E288:3,BGS24E91C7C5136037D:3"
R0610,Role 610,55000005 Legal (Manager 610),Group 3,114 Main St,"BGS93CBA6AE7B909A4B:3,BGSB3408A9A5829E471:3,BGS5966CC3C578AC41D:3"
R0611,Role 611,55000072 Operations (Manager 611),Group 3,513 High St,"BGS7052AC42C38B0836:3,BGS8A2552F1670D9700:3"
R0612,Role 612,55000099 Customer Service (Manager 612),Group 1,100 Queen St,"BGS249B3169666DC17A:3,BGS8CB5F52E6AE951FB:3"
R0613,Role 613,55000113 Marketing (Manager 613),Group 3,356 High St,"BGS8845E334B01FA09B:3,BGS59DCA9AE29B35B09:3,BGS640BD802800345CB:3,BGS0B4A16D1D0A55E05:3"
R0614,Role 614,55000099 Technology (Manager 614),Group 6,874 Queen St,"BGSA8B7948E57AE7752:3,BGS7F5CB3041FE361A1:3"
R0615,Role 615,55000082 Strategy (Manager 615),Group 2,366 High St,"BGSB14361D8684FAD8B:3,BGSF4CD6C47D837A597:3,BGS3F1AD5EB5285C1B3:3"
R0616,Role 616,55000169 Communications (Manager 616),Group 6,633 Main St,"BGSC73DC4B0CB5CD387:3,BGS467C85C632562570:3,BGS5C6DCB493E8B59A8:3"
R0617,Role 617,55000075 HR (Manager 617),Group 1,121 Queen St,"BGS85BC84EDF34D4853:3,BGSE04D8DB59BE0B494:3"
R0618,Role 618,55000024 Research (Manager 618),Group 1,584 Queen St,"BGS9E9716D61D56A58E:3,BGSF075B979FC9B9D82:3,BGS2F6D713159B47066:3,BGS37CFE2609B56979F:3"
R0619,Role 619,55000017 Compliance (Manager 619),Group 2,99 High St,"BGSF79131C744E707C8:3,BGS1CAB1DCCA7E21EC5:3"
R0620,Role 620,55000094 Legal (Manager 620),Group 2,225 Queen St,"BGS57BD458AA40CA096:3,BGS2052829285034840:3,BGSC497B2882F6DA7B3:3"
R0621,Role 621,55000119 Marketing (Manager 621),Group 2,25 Queen St,"BGS06A2E39B5BD0DD91:3,BGSE309A012C8D28EBE:3,BGSB60E722937E9ADCB:3,BGS1502F65B809AE280:3"
R0622,Role 622,55000048 Finance (Manager 622),Group 7,454 Main St,"BGS12FF74E4A7BF1605:3,BGSD745F266E6786703:3,BGSB9657E2B36A3D440:3,BGSAFBAB5C9A4C800D0:3,BGS469FBF06CC3CC8CD:3"
R0623,Role 623,55000195 HR (Manager 623),Group 5,645 King St,"BGSAFE15D6B39A1508D:3,BGS821A96A898F9865E:3,BGS4BD3556FCDE72762:3,BGS71E387A851DC79D7:3,BGSB3DB56D0BDA017DE:3"
R0624,Role 624,55000003 Customer Service (Manager 624),Group 6,437 Queen St,"BGS3AF597326AF77E4F:3,BGS05DEE78E34F564F9:3"
R0625,Role 625,55000029 Product (Manager 625),Group 5,896 Queen St,"BGS13C88519FD212649:3,BGSACB40C4BC455669A:3,BGSD9C920C29327BABB:3"
R0626,Role 626,55000198 Legal (Manager 626),Group 4,796 Main St,"BGS64AE8D789C0469BD:3,BGSD693C6F00A2E16EE:3,BGSF5E6784BDD36E7DA:3"
R0627,Role 627,55000183 Product (Manager 627),Group 7,571 King St,"BGS48C9A433E32AE1FA:3,BGS6370857A3C2C49A2:3,BGS0CD9AE4D44F120FE:3"
R0628,Role 628,55000088 Facilities (Manager 628),Group 2,820 High St,"BGS160C25B28C745D7A:3,BGS6A005EBDC1A06C1A:3,BGSF8F7C5392EB67EEC:3"
R0629,Role 629,55000172 Research (Manager 629),Group 5,598 King St,"BGS8ABCDA831D428F0C:3,BGS24F3D55C9D7A439F:3,BGS5AEF02806CF16B64:3,BGS2F66136A46E2DF72:3,BGSA44BA31AFE627C67:3"
R0630,Role 630,55000006 Technology (Manager 630),Group 1,833 King St,"BGS540C02B45E839AE9:3,BGS5BD896FCF03D6D88:3,BGS417254F1AF44F359:3"
R0631,Role 631,55000076 Technology (Manager 631),Group 4,778 High St,"BGS40CA9B1CA086825E:3,BGS67A0E135F0DFDDC8:3"
R0632,Role 632,55000071 Marketing (Manager 632),Group 3,580 King St,"BGS802A5599D37E1BC9:3,BGSCBF705CE052F3F6A:3,BGS3BD9C0FFA2924713:3"
R0633,Role 633,55000181 Technology (Manager 633),Group 4,339 King St,"BGSF2EAA4251B16154B:3,BGSFCEB7130FD900C8C:3,BGS1A9ABEA4D6604743:3,BGSEB0EA4642BC27C7E:3"
R0634,Role 634,55000189 Customer Service (Manager 634),Group 1,577 Main St,"BGS88343EE7D1B4901C:3,BGSB9149853D4347F5D:3,BGS85DC7ED4DE91EF50:3,BGS3E5A35DB7732120F:3"
R0635,Role 635,55000108 Research (Manager 635),Group 5,662 High St,"BGS488F7B8F70866687:3,BGS25E280D964B37AB1:3,BGS05A8ABD028CA818C:3,BGSEA96075560538285:3"
R0636,Role 636,55000171 Marketing (Manager 636),Group 7,878 Queen St,"BGSC3216E8191155167:3,BGSC5C79AFB0C03788D:3"
R0637,Role 637,55000084 Finance (Manager 637),Group 1,382 Main St,"BGS4807C4DAC929FAB6:3,BGSE5F79F9E54D28431:3,BGS8C6833F4519D9897:3"
R0638,Role 638,55000088 Compliance (Manager 638),Group 2,688 Main St,"BGS72981281C6450CDB:3,BGS70184B9CF2677F3D:3,BGS53FB8AD10EF17C74:3"
R0639,Role 639,55000068 Strategy (Manager 639),Group 4,908 Main St,"BGSA68C6384C892B09D:3,BGSF04384AE8A2FC185:3,BGS82874A1586D0E128:3"
R0640,Role 640,55000174 Marketing (Manager 640),Group 4,115 Queen St,"BGS1925EBA38C5E8E27:3,BGS6040445269173D77:3,BGSEA1F827B7EB0CE3D:3"
R0641,Role 641,55000030 Risk (Manager 641),Group 5,729 High St,"BGS5987B3D6ED1CFBB5:3,BGS9FB740FCC1743314:3,BGSC914F778DF3AABE5:3,BGSB55B3E33039A3996:3,BGS9F168E7BB89F5B63:3"
R0642,Role 642,55000074 Marketing (Manager 642),Group 6,925 High St,"BGSBB7DD4259CF742D7:3,BGS6F57C5F9924190CF:3,BGS4E82A670DCF0A2E8:3,BGS9CB0740C22329CB0:3"
R0643,Role 643,55000126 Facilities (Manager 643),Group 6,537 Queen St,"BGS2C5FEC3B0BC6652E:3,BGSFDC93143A3E910D7:3"
R0644,Role 644,55000054 Communications (Manager 644),Group 6,988 Main St,"BGS8A0824013059E84B:3,BGS91BDD148AA665207:3,BGSB0FE2359BA7B307F:3,BGSE8C9BB5DA8FC25F3:3,BGSBCF8D4BC44BFD003:3"
R0645,Role 645,55000197 HR (Manager 645),Group 4,540 High St,"BGS6E2FF77E54D2D805:3,BGSE6B9859F1B427032:3,BGS3A8CD5634283CF37:3,BGS5584C3A5089A5098:3"
R0646,Role 646,55000048 Strategy (Manager 646),Group 5,562 King St,"BGS1707DCA7038B8ABE:3,BGS9124C91BB40091EE:3"
R0647,Role 647,55000046 Technology (Manager 647),Group 2,834 King St,"BGS86946A48E6546A8E:3,BGSBA5D4304DB4B9617:3,BGS3861AB324D1D44BE:3,BGS76286CB722B8ED73:3"
R0648,Role 648,55000162 Communications (Manager 648),Group 1,931 Main St,"BGSFD5A13F4C914E136:3,BGS3DBD516AF93BBF2E:3,BGSC1E2BBCCC97F60C4:3,BGS18513BED5653FA40:3,BGS08CA4A99145E1B3F:3"
R0649,Role 649,55000128 Product (Manager 649),Group 2,780 King St,"BGS2703652C2B3BB2A9:3,BGS204232D04810D099:3,BGS93F4B4C8E281D28E:3"
R0650,Role 650,55000007 Finance (Manager 650),Group 7,562 High St,"BGS20F6C9A9D99C07CF:3,BGS504927534EC82183:3,BGS44396565ADF03577:3,BGSEC0B626DA1812900:3,BGS82F0283122D4A215:3"
R0651,Role 651,55000165 Product (Manager 651),Group 6,242 King St,"BGS696C8A795986977F:3,BGS57622D7BF8950D80:3,BGSD355AFE82DCE7616:3,BGS317EAF5808B221CC:3"
R0652,Role 652,55000149 Strategy (Manager 652),Group 5,985 High St,"BGSD355BFCD6DB713EB:3,BGS4325C52BFECCBA43:3,BGS50F3EF5E2CC1CC7C:3,BGS18834E924515D485:3,BGS3A15F8DC3BE31BAB:3"
R0653,Role 653,55000008 Communications (Manager 653),Group 1,820 Main St,"BGSE9B510DC91054990:3,BGSCA80E87BF392CF36:3,BGS5069ED60D077C5B3:3"
R0654,Role 654,55000088 Research (Manager 654),Group 2,355 Queen St,"BGS2AB4057D0EE30238:3,BGS7BAC99E16DFED69E:3,BGS6A70C1561AEBA2EC:3,BGSD2D84B9614C1B4CC:3"
R0655,Role 655,55000122 Marketing (Manager 655),Group 1,210 Main St,"BGS14DFFDA3947421C7:3,BGSAD2F8A432F669924:3"
R0656,Role 656,55000155 Strategy (Manager 656),Group 5,932 Queen St,"BGS5D6C44664096C65B:3,BGSED691B83A3DC38F2:3"
R0657,Role 657,55000119 Operations (Manager 657),Group 3,996 Queen St,"BGSBD81A206E10CE726:3,BGS409BB0DE7132ECC8:3,BGS7E94632B85B7D5C8:3,BGSF6731D31CDE17699:3,BGSF5E59AB816F4D7F6:3"
R0658,Role 658,55000185 Finance (Manager 658),Group 4,663 High St,"BGS14788E00EA7B73D5:3,BGSDA671DA57B593EC2:3,BGS780F32FE84520D07:3,BGS53D88FFB8887E83B:3"
R0659,Role 659,55000030 Facilities (Manager 659),Group 7,631 Queen St,"BGS314A1BBBEF8E0379:3,BGSC2D725C807299C80:3,BGSF7FB2D43E53A419B:3,BGSAC8A71C91FA7D922:3,BGSFC8DC3C3F58C2B05:3"
R0660,Role 660,55000004 Compliance (Manager 660),Group 2,962 Main St,"BGSCEB2D62C5324872A:3,BGS861CBBD121B15FEA:3"
R0661,Role 661,55000051 Strategy (Manager 661),Group 4,465 High St,"BGS9BA6BEBBBB403DF7:3,BGS25EEA3137827DD5D:3,BGSA03E0E42263AEC67:3,BGS47D0C5924F415B38:3,BGS4FBF45DFCD8F23A3:3"
R0662,Role 662,55000053 Operations (Manager 662),Group 6,206 Main St,"BGSB67CE3151921EE84:3,BGSF33AF737D2536867:3"
R0663,Role 663,55000063 Customer Service (Manager 663),Group 2,420 King St,"BGS88E5E726468FCCA0:3,BGS1044FDD500EE5BED:3,BGS52A4273DDF9385D1:3,BGS1EECC1CE5698E288:3"
R0664,Role 664,55000154 Research (Manager 664),Group 3,195 Queen St,"BGSE0204B6B18DD4F40:3,BGS9491D71D8DCAD414:3,BGS23DB44E0E33B2010:3,BGS604BE4B7C9EBDC7B:3"
R0665,Role 665,55000146 Compliance (Manager 665),Group 7,660 High St,"BGSE14C84C6942F0E99:3,BGSC4321F3300F197F9:3,BGS49A706C4CA8B1378:3"
R0666,Role 666,55000092 Finance (Manager 666),Group 5,791 High St,"BGS072163E88DE7B561:3,BGSA45C9C44DCEBF181:3,BGS30614AB2BDA3DE95:3,BGS0B085050B1B1DCC3:3"
R0667,Role 667,55000170 Risk (Manager 667),Group 6,992 King St,"BGS3F9F5803330F2464:3,BGS16EADCC009F738D6:3,BGS1D5111AF2BC82316:3,BGS3DA232EF9EC1A93A:3,BGSAE9B4B056C900531:3"
R0668,Role 668,55000171 Finance (Manager 668),Group 7,838 Queen St,"BGS0E3A6CA0E70C5FC3:3,BGSDE4A5A93CBC554DB:3,BGS69338A3A8499B76D:3,BGSE20A93A24B9FA021:3"
R0669,Role 669,55000021 Sales (Manager 669),Group 4,653 Queen St,"BGSAF5DDC1968174E19:3,BGS1EAC4D4CFE9D5739:3,BGS9A922EAF7AA6BFEE:3,BGSBCE3180B046F1DC8:3"
R0670,Role 670,55000108 Strategy (Manager 670),Group 6,721 King St,"BGS32CC3CD50C737917:3,BGS53CCA8581C462300:3,BGSD7151DCE963B9434:3"
R0671,Role 671,55000067 Research (Manager 671),Group 7,571 King St,"BGSFF2F10AA3A173CB9:3,BGS16EADCC009F738D6:3,BGS96CBF4DBD0BA3EB4:3"
R0672,Role 672,55000010 Sales (Manager 672),Group 6,419 King St,"BGSF61ECA6BEA17A87E:3,BGS900752E73D0D07E3:3"
R0673,Role 673,55000095 Legal (Manager 673),Group 6,564 Main St,"BGSBEDEF8564B805036:3,BGS578D8DE5C07D47A3:3,BGS03F259D66AF15943:3"
R0674,Role 674,55000110 Technology (Manager 674),Group 1,676 Main St,"BGSEC342C121DE8F503:3,BGS22A68AB7062815AB:3"
R0675,Role 675,55000119 Marketing (Manager 675),Group 4,388 King St,"BGS1A20329994385CC2:3,BGSF641BEF2F5CA27BC:3,BGS96B7133FD4BE52E8:3"
R0676,Role 676,55000177 Product (Manager 676),Group 3,228 Main St,"BGS028A5D265177B235:3,BGS6167CDE8084DDE9A:3,BGS7F98788149EFB8DF:3,BGSEC1C487E11FC70DF:3,BGSCC840BA082CFF5DA:3"
R0677,Role 677,55000043 Marketing (Manager 677),Group 1,532 Queen St,"BGS4AEAEE75EFCA085F:3,BGS5EF650453CCFE9C2:3"
R0678,Role 678,55000042 Research (Manager 678),Group 6,607 Main St,"BGS950E498358B3C09D:3,BGS4E720057C90624CB:3,BGS1A02AC467C4C6CC6:3"
R0679,Role 679,55000192 Marketing (Manager 679),Group 2,871 High St,"BGSDC3CF0387CB1E817:3,BGSCAD72A9859D055E0:3,BGS4F9AB72FC4AEEDA8:3,BGS2B82298AC516F18A:3"
R0680,Role 680,55000003 Compliance (Manager 680),Group 6,381 King St,"BGS0F4CB5F0F79B3C4F:3,BGS822EDBAEC51DE6D4:3,BGS2F0B5A60AB91732B:3,BGSFB6C28B080D177CF:3"
R0681,Role 681,55000036 Product (Manager 681),Group 7,128 King St,"BGSE575D55D08DF9007:3,BGS9179C3E0F271570E:3"
R0682,Role 682,55000024 Operations (Manager 682),Group 1,775 King St,"BGSF784B03FBA9064A5:3,BGS298C848FD4012E77:3,BGSA056191B30DE7FCB:3,BGS05F90DBCCFAEE475:3"
R0683,Role 683,55000079 Sales (Manager 683),Group 1,125 Main St,"BGS8A4110CF4DFFFAFA:3,BGS7FA308AB6543C4FD:3"
R0684,Role 684,55000083 Product (Manager 684),Group 5,472 King St,"BGS63596F9056E3B1EA:3,BGS22EE2B588CFBF1F4:3,BGSBA24A232CB144477:3,BGS347FBF621DF52474:3"
R0685,Role 685,55000099 Risk (Manager 685),Group 5,206 Queen St,"BGSDFB6CBCDD5098D40:3,BGSBFC9FEB3DE33FF6D:3"
R0686,Role 686,55000123 Strategy (Manager 686),Group 3,204 High St,"BGSA03A0123D0DB7F8C:3,BGSC6B35B3BD4A9B989:3"
R0687,Role 687,55000178 Technology (Manager 687),Group 7,134 Main St,"BGS756EF4C43BB8C6AB:3,BGS04A137D2424DE239:3,BGS363DABE7F0B960E6:3,BGS186953BFE2BCAFB9:3"
R0688,Role 688,55000128 Risk (Manager 688),Group 5,879 Main St,"BGS1FC983D1C8466A27:3,BGS478DD659B7D42CC4:3,BGS8A0F59A1AB0BD27A:3,BGSE9C56570F452A82F:3,BGSB925D1F8C7F7EA74:3"
R0689,Role 689,55000039 Research (Manager 689),Group 7,271 Main St,"BGS8EDA5D35FA596728:3,BGSB3EA46803AB8A33B:3,BGSE7867EE47C08625B:3,BGS0FA84C3EEA1B84BA:3"
R0690,Role 690,55000180 Research (Manager 690),Group 5,551 Main St,"BGS2060CBE1149172DA:3,BGS0DFD10347A59630F:3,BGS3B267906130F1A64:3"
R0691,Role 691,55000004 Compliance (Manager 691),Group 5,381 Queen St,"BGS90A713751727B76B:3,BGS4862C6C44D748644:3"
R0692,Role 692,55000134 Operations (Manager 692),Group 6,281 King St,"BGS8F0452358305E78B:3,BGSACB71A41B8237425:3,BGS585DD70CBB6A6A4E:3,BGS4199189C0B7643C8:3,BGS067E9E3E06D54048:3"
R0693,Role 693,55000172 Product (Manager 693),Group 1,239 Queen St,"BGS569044834D650718:3,BGS29B9E1DC3B37A1EF:3,BGS5F91BAD6FE8488DE:3"
